record_id	record_type	source_city	canonical_city	activity_location	canonical_activity_location	conditional_markers	activity_text
activity-0086	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Northern Lights Chase with Pro Photographer - Time: 6:00 pm - 12:00 am - Meeting point: Roald Amundsens plass 1A - Includes: Professional, English-speaking Aurora photographer guides, Transportation by comfortable minibus, van or coach, Help with camera settings and Aurora Borealis photography, Hot drinks and cookies
activity-0087	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Northern Lights Chase by Coach - Time: 6:00 pm - 01:00 am - Meeting point: Kaigata 4 - Includes: Pick-up/drop-off in central tromsø, Premium coach with toilet facilities, Professional photos from your trip, English speaking guide(s), Hot drink and biscuits
activity-0088	Activity	Tromsø	Tromsø	Tromsø	Tromsø	on request	Tromsø: Northern Lights Hunt by Tesla X Electric Car - Time: 7:00 pm - 10:00 pm - Meeting point: Fredrik Langes Gate 2 - Includes: Northern Lights chase in eco-friendly Tesla X, Complimentary Northern Lights photos, Knowledgeable, English-speaking guide, Warm thermal suits (on request in advance), Warm coffee, tea, and snacks
activity-0089	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Northern Lights Cruise with Luxury Catamaran - Time: 7:00 pm - 10:00 pm - Meeting point: Fredrik Langes Gate 2 - Includes: VIP cruise onboard luxury catamaran Arctic Princess, English-speaking captain and guide, Warm thermal suits, Fish soup for on the way back to Tromsø, Warm coffee, tea, and snacks
activity-0090	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Northern Lights Chase with authentic North Norwegian Charm - Time: 6:35 pm - Duration: 5 - 7 hrs - Meeting point: Outside Scandic ishavshotel (Fredrik Langes gate 2) Includes: Tripod for camera or phone, The Story of the Aurora – Short Film, Memorable Free Portraits, Small photo booklet showing old Tromsø, Coffee, tea, hot chocolate, buljong and chocolate cake, Warm insulated suits, Norwegian guide, but the activity is conducted in English
activity-0091	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Reindeer Feeding and Sámi Culture - Time: 09:45 am - 2:30 pm - Meeting point: Radisson Blu Hotel's main entrance (Sjøgata 7) - Includes: Scenic transfers (45 min each way), Knowledgeable English and Norwegian speaking guide, Feeding the herd at our camp, Hot beverages and hot meal (traditional Sámi stew or vegetable/lentil soup), Cultural introduction about Sámi history and daily life, A chance to see the northern lights from our camp, Thermal suit and warm snow boots
activity-0092	Activity	Tromsø	Tromsø	Tromsø	Tromsø	depending on weather;on request	Tromsø: Reindeer Sledding, Reindeer Feeding and Sami Culture - Time: 09:45 am - 2:30 pm - Meeting point: Radisson Blu Hotel's main entrance (Sjøgata 7) - Includes: Scenic transfers (45 min each way), Knowledgeable English- and Norwegian-speaking guide, Thermal winter suit, warm boots, Reindeer sledding (approx. 30 min, depending on weather and snow conditions), Feeding the herd on our camp, Hot traditional Sámi meal (bithos) and hot drinks. Vegetarian option available on request, Cultural introduction about Sámi history and daily life
activity-0093	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Reindeer Feeding and Chance of Northern Lights - Time: 5:45 pm - 10:30 pm - Meeting point: Radisson Blu Hotel's main entrance (Sjøgata 7) - Includes: Scenic transfers (45 min each way), Knowledgeable English and Norwegian speaking guide, Feeding the herd at our camp, Hot beverages and hot meal (traditional Sámi stew or vegetable/lentil soup), Cultural introduction about Sámi history and daily life, A chance to see the northern lights from our camp, Thermal suit and warm snow boots
activity-0094	Activity	Tromsø	Tromsø	Tromsø	Tromsø	depending on weather;on request	Tromsø: Reindeer Sledding, Reindeer Feeding, and Chance of Northern Lights - Time: 5:45 pm - 10:30 pm - Meeting point: Radisson Blu Hotel's main entrance (Sjøgata 7) - Includes: Scenic transfers (45 min each way), Knowledgeable English- and Norwegian-speaking guide, Thermal winter suit, warm boots, Reindeer sledding (approx. 30 min, depending on weather and snow conditions), Feeding the herd on our camp, Cultural introduction about Sámi history and daily life, Hot traditional Sámi meal (bithos) and hot drinks. Vegetarian option available on request.
activity-0095	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Fjords and Wildlife Tour in a Minibus - Time: 10:00 am - 2:00 pm - Meeting point: Kaigata 4 - Incldues: Professional, English-speaking guide, 4-hour sightseeing adventure, Comfortable 17-seater minibus, Delicious cake and coffee
activity-0096	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Arctic Fjord Cruise Excursion with Free Photos - Time: 09:30 am - 2:30 pm - Meeting point: Samuel Arnesens gate 3 - Includes: Pick-up/drop-off in central Tromsø, Knowledgeable & multilingual guide, Unlimited free photos from the tour, Thermal suits to keep you warm, Coffee, tea and snacks
activity-0097	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Photo Tour to Arctic Landscapes and Fjords - Time: 10:00 am - 3:00 pm - Meeting point: Roald Amundsens plass 1A - Includes: Departure from central Tromsø. Drop-off to your hotel, Professional, English-speaking photo guides, Scenic fjord safari by comfortable minivan vehicle, Help with camera settings and nature photography, Usually a small-group experience with 4-8 guests, Soup or expedition food, coffee and waffles/cookies
activity-0098	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Fjord Scenery & Local Tasting Safari - Time: 09:45 am - 2:45 pm - Meeting point: Radisson Blu Hotel, Sjøgata 7 - Includes: Scenic drive to Kaldfjord, Ersfjordbotn and Sommarøy island, Premium minivan, Local delicacies from rural Tromsø, Hot lunch and beverages, Professional photos from the tour, Warm winter suits
activity-0099	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Arctic Fjord Adventure to Sommarøy - Time: 09:30 am - 3:30 pm - Meeting point: Kaigata 4 - Includes: Pick-up/drop-off in central Tromsø, Skilled guide and photographer, Professional photos from tour, Delicious lunch for hikers
activity-0100	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Midnight Concert in Tromsø Cathedral - Time: 10:45 pm - 11:45 pm - Meeteing point: Tromsø Cathedral - Includes: Admission to Tromsø Cathedral (Northern Europe's largest wooden cathedral), Evening concert with professional musicians (30 minutes)
activity-0101	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Magic Ice Bar - Time: Flexible - Meeting point: Kaigata 4 - Includes: Entry to the ice bar & gallery, Gloves and winter poncho, Our signature drink
activity-0102	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: 2-Hour City Walk - Time: 10:00 am - 12:00 pm - Meeting point: Samuel Arnesens gate 5 - Includes: Knowledgeable, English-speaking guide, Stories about Arctic life, history & culture, Iconic landmarks and scenic views, Relaxed, small-group experience
activity-0103	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Tromsøya Island Snowshoeing Hike - Time: 10:00 am - 12:30 pm - Meeting point: Fredrik Langes gate 14 - Includes: Pick-up/drop-off from central Tromsø, Snowshoes and poles, Knowledgeable English-speaking guide, Hot drinks
activity-0104	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Arctic Fjord & Marine Wildlife Cruise - Time: 11:00 am - 3:00 pm - Meeting point: Pier by the Nerstranda shopping center - Includes: Fjord cruise by environment friendly catamaran, Knowledgeable English-speaking guide, Access to warm indoor areas and the decks, Spacious cabin with comfortable leather seats, Free coffee or tea from our snackbar, Free WiFi
activity-0105	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Cross-Country Skiing for Beginners - Time: 09:00 am - 01:00 pm - Meeting point: Fredrik Langes gate 14 - Includes: Cross-country skiing gear (skis, poles, ski boots), Knowledgeable English-speaking instructor, Hot drink, and sweet snack, Return transfer from/to Tromsø
activity-0106	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Whale Watching Safari on High-Speed Catamaran - Time: 08:30 am - 4:30 pm - Meeting point: Strandgata 9 - Includes: Scenic transport by boat, Safety instructions, English-speaking guide, Info on local history, nature, and culture, Presentation about whales, Life jacket, Hot coffee, water, tea
activity-0107	Activity	Tromsø	Tromsø	Tromsø	Tromsø	upon request;on request	Tromsø: Snowmobile Safari in the Scenic Lyngen Alps - Time: 08:30 am - 3:30 pm - Meeting point: Radisson Blu Hotel, Sjøgata 7 - Includes: Scenic transfer by comfortable bus and ferry (approx. 70 min each way), Knowledgeable, English-speaking guides, Around 1 to 1,5-hour snowmobile trip (2 guests per snowmobile), Thermal winter suit, winter boots and gloves, safety helmet, Hot fish soup (vegetarian option upon request) and drinks
activity-0108	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Dog Sledding Morning Harkinn Husky in Tamok Valley - Time: 08:45 am - 03:45 pm - Meeting point: Samuel Arnesens gate 5 - Includes: Pick-up/drop-off in central Tromsø, Knowledgeable English-speaking guides, Self-drive dog sledding, two persons on one sleigh, Thermal winter suits, boots, socks, gloves and hat, Hot soup, hot drinks (chocolate, coffee and tea), Engaging storytelling session about the sled dogs
activity-0109	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Whale Watching by Yacht at Scenic Skjervøy - Time: 05:30 am - 3:30 pm - Meeting point: Kaigata 4 - Includes: Knowledgeable, English-speaking guide, Pick-up from Tromsø with VIP return transfer, Whale watching by premium yacht, Coffee, tea and snacks on the yacht, Warm blankets on board the yacht
activity-0110	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Crystal Lavvo Stay with Auroras, Meals & Activities - Time: 11:30 am - 10: 50 am (the next day) - Meeting point: Samuel Arnesens gate 5 - Includes: Pick-up/drop-off in Tromsø with scenic transfers, Comfortable overnight stay in crystal lavvo, Fireplace heating with unlimited firewood, Northern Lights hunt with photo workshop, Snowshoeing experience nearby, Lunch and dinner included on day 1, Bathroom/toilet facilities in the main house, Breakfast and return transfer included on day 2
activity-0111	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Fjellheisen Gondola - Time: Flexible - Meeting point: Sollivegen 12 - Includes: Tickets
activity-0112	Activity	Tromsø	Tromsø	Tromsø	Tromsø		Tromsø: Fjellheisen Shuttle Bus & Cable Car Roundtrip Ticket - Time: 10:00 am - 12:15 pm - Meeting point: Kirkegata 2 - Includes: Shuttle bus transfers, tickets
activity-0113	Activity	Alta	Alta	Alta	Alta		Alta: Visit to Sorrisniva Igloo Hotel - Time: Flexible - Meeting point: Sorrisniva Arctic Wilderness Lodge - Includes: Entry ticket to explore Sorrisniva Igloo Hotel
activity-0114	Activity	Alta	Alta	Alta	Alta		Alta: Ice Bathing Adventure in the Alta River incl. Hot Sauna - Time: 3:00 pm - 5:00 pm - Meeting point: Sorrisniva Arctic Wilderness Lodge - Includes: Experienced guide, Safety instructions, Towel and bathrobe, Spa facilities
activity-0115	Activity	Alta	Alta	Alta	Alta		Alta: Reindeer Sledding & Sami Culture under the Aurora - Time: 8:00 pm - 12:00 am - Meeting point: Sorrisniva Arctic Wilderness Lodge - Includes: Knowledgeable, English-speaking guide, Thermal suit and gear, Snacks and hot drinks
activity-0116	Activity	Alta	Alta	Alta	Alta		Alta: Small Group Northern Lights Hunt - Time: 7:00 pm - 11:00 pm - Meeting point: Æventyr Booking Point - Includes: Professional guide, Northern Lights lectures and local history, Coffee / tea and snacks, Warm overalls for loan
activity-0117	Activity	Alta	Alta	Alta	Alta		Alta: Cruise Fjord & Whale Adventure - Time: 09:15 am - 12:45 pm - Meeting point: Æventyr Booking Point - Includes: Warm thermal suits available on board, transport from city center to harbor, MS Åhav trip with a certified guide/boat driver, warm beverages on board
activity-0118	Activity	Alta	Alta	Alta	Alta		Alta: Northern Lights by Snowmobile - Time: 7:00 pm - 11:00 pm - Meeting point: Æventyr Booking Point - Includes: Use of Thermal dresses, gloves, boots, helmet and balaclava, Pick-up and drive to Gargia, Safety briefing, approximately 2 hours on the snowmobile, Snacks, coffee and tea
activity-0119	Activity	Alta	Alta	Alta	Alta		Alta: RIB Fjord & Whale Adventure - Time: 09:00 am - 12:30 pm - Meeting point: Æventyr Booking Point - Includes: Rental of thermal suits, boots, gloves, balaclava and goggles, transport from city center to harbor, RIB boat trip with a certified guide/boat driver, coffee, tea and snacks
activity-0120	Activity	Alta	Alta	Alta	Alta		Alta: Dog Sledding in Alta - Time: 10:00 am - 2:00 pm - Meeting point: Æventyr Booking Point - Includes: Dog Sledding: Approximately 50 minutes on the trail, Transport: From Alta to Gargia and back (approximately 30 minutes each way), Dog Sledding Training and Equipment: Learn the basics of dog sledding and get equipped with the necessary gear, Warm Clothing: Stay cozy in the Arctic cold, Coffee & Tea, Storytelling: Discover the history of dog sledding and Gargia, Assistance with Dressing/Undressing the Dogs, Meet the Huskies
activity-0121	Activity	Alta	Alta	Alta	Alta		Alta: Northern Lights Dog Sledding - Time: 7:00 pm - 11:00 pm - Meeting point: Æventyr Booking Point - Includes: Dog Sledding: Approximately 50 minutes on the trail, Transport: From Alta to Gargia and back (approximately 30 minutes each way), Dog Sledding Training and Equipment: Learn the basics of dog sledding and get equipped with the necessary gear, Warm Clothing: Stay cozy in the Arctic cold, Coffee & Tea, Storytelling: Discover the history of dog sledding and Gargia, Assistance with Dressing/Undressing the Dogs
activity-0122	Activity	Alta	Alta	Alta	Alta		Alta: Hunting the Northern Lights, with photographer/expert guide - Time: 7:00 pm - 12:00 am - Meeting point: Scandic Alta - Includes: Pick up from your hotel or the cruise port (choose your pick up location when you book), Soup of the Evening during tour briefing, Guided hunt for the Northern Lights with a maximum of 8 participants in the minibus, Hot chocolate/coffee/tea and snacks, Insulated thermo suit and overshoes, if necessary, Assistance with your camera settings so you can take photos of the Northern Lights, Photo of yourself beneath the Northern Lights
activity-0123	Activity	Alta	Alta	Alta	Alta		Alta: Dog Sledding and Northern Lights - Time: 7:15 pm - 2:15 am - Meeting point: GLØD headquarters - Includes: transport, guide, warm clothes, evening soup, snacks, tea/coffee/hot chocolate and an introduction to photographing the Northern Lights.
activity-0124	Activity	Bodø	Bodø	Bodø	Bodø		Bodø: Scenic Walk on Arctic Sandy Beaches - Time: 12:45 pm - 2:45 pm - Meeting point: The Hurtigruten Quay - Includes: Knowledgeable, English-speaking guide, Coastal hike on sandy beaches, Spikes for shoes during the winter
activity-0125	Activity	Bodø	Bodø	Bodø	Bodø		Bodø: Cruise to Kjerringøy by Silent Electric Ship - Time: 09:00 am - 1:00 pm - Meeting point: Quality Hotel Ramsalt - Includes: Knowledgeable, English-speaking guide, Fully licensed bar with drinks for sale, Cafe with food & beverages for purchase, Warm indoor saloons, toilets & free wifi
activity-0126	Activity	Bodø	Bodø	Bodø	Bodø		Bodø: Northern Lights Tour by Minivan with Panoramic Roof - Time: 7:00 pm - 2:00 am - Meeting point: Hotel pick up - Includes: Pick-up/drop-off in central Tromsø, Knowledgeable, English-speaking guide, Winter clothes, headlamp, tripod & hot drink
activity-0127	Activity	Svolvær	Svolvær	Svolvær	Svolvær		Svolvær: Photo Tour to Reine in the Lofoten - Time: 09:30 am - 4:30 pm - Meeting point: Svolvær Tourist Information office - Includes: Pick-up/drop-off in central Svolvær, Knowledgeable, English-speaking guide, Private minivan transportation, Small group, maximum 7 adults, Coffee or tea to keep you warm
activity-0128	Activity	Svolvær	Svolvær	Svolvær	Svolvær		Svolvær: Photo Tour Henningsvær & Haukland Beach - Time: 09:30 am - 4:30 pm - Meeting point: Svolvær Tourist Information office - Includes: Pick-up/drop-off in central Svolvær, Knowledgeable, English-speaking guide, Private minivan transportation, Professional photos & instructions, Small group, maximum 7 adults, Coffee or tea to keep you warm
activity-0129	Activity	Svolvær	Svolvær	Svolvær	Svolvær		Svolvær: Midnight Sun Photo Tour of the Lofoten Islands - Time: 9:30 pm - 01:30 am - Meeting point: Svolvær Tourist Information office - Includes: Pick-up/drop-off in central Svolvær, Knowledgeable, English-speaking guide, Private minivan transportation, Professional photos and tripod, Small group, maximum 7 adults, Coffee or tea to keep you warm
activity-0130	Activity	Svolvær	Svolvær	Svolvær	Svolvær		Svolvær: Sail to Skrova, Lofoten’s Secret Paradise Awaits - Time: 2:00 pm - 5:00 pm - Meeting point: Svolvær Harbor - Includes: Knowledgeable, English-speaking guide, 1-hour island visit at Skrova with storytelling, Comfortable thermal suits and lifejackets, Unique piece of digital art as a memory, Warm coffee, tea, and light snacks
activity-0131	Activity	Ålesund	Ålesund	Ålesund	Ålesund		Ålesund: Round Trip Fjord Cruise to Geiranger - Time: 08:30 am - 6:00 pm - Departure Ålesund: 08:30 am - Meeting point: Skutvika, Nedre Strandgate 53 - Arrival Geiranger: 11:30 am - Departure Geiranger: 3:00 pm - Arrival Ålesund: 6:00 pm - Includes: Return tickets Ålesund - Geiranger - Ålesund, scenic fjord cruise
activity-0132	Activity	Ålesund	Ålesund	Ålesund	Ålesund		Ålesund: Kayaking, City & Sea Experience - Time: 10:00 am - 12:30 pm - Meeting point: Notenesgata 3 - Includes: Knowledgeable guides, Kayaks and paddles, Wetsuit and life jacket, Spray skirt
activity-0133	Activity	Ålesund	Ålesund	Ålesund	Ålesund		Ålesund: Fjord and Coach Round Tour to Geiranger - Time: 09:00 am - 7:30 pm - Meeting point: Ålesund Cruise Pier Harbour - Includes: Fjord Cruise in Hjørundfjord, Bus Tour in Nordangsdal valley, Fjord Cruise i Geirangerfjord, Free time for sightseeing in Geiranger, Free time for sightseeing in Hellesylt, Bus tour back to Ålesund
activity-0134	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Grand Golden Circle Full-Day Tour - Time: 08:00 am - 5:00 pm - Meeting point: Hotel Pick Up - Includes: Pick-up/drop-off from central Reykjavik, Roundtrip transportation by minivan or coach, Knowledgeable, English-speaking guide, Kerið volcanic crater incl. admission fee, Gulfoss waterfall aka Golden Falls, Strokkur geyser eruption experience, Thingvellir UNESCO World Heritage site, Free WiFi onboard the vehicle
activity-0135	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Golden Circle, Kerið Crater & Friðheimar Farm Small Group Tour - Time: 09:00 am - 6:00 pm - Meeting point: Hotel Pick Up - Includes: Pick-up/drop-off in central Reykjavik, Knowledgeable, English-speaking guide, Transportation in minivan/minibus with WiFi, Vist to Thingvellir National Park, Visit to Öxarárfoss Waterfall, Visit to Efstidalur Dairy Farm, Visit to Geysir hot springs, Visit to Gullfoss waterfall, Visit to Fridheimar Tomato Farm, Visit to Kerið Crater Lake
activity-0136	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: The Golden Circle & Blue Lagoon Tour - Time: 10:00 am - 10:00 pm - Meeting point: Hotel Pick Up - Includes: Transfers, Free Wi-Fi on our bus, Professional live local Guidance in English in the Golden Circle, Strokkur geyser, Thingvellir National Park, Comfort admission ticket to the Blue Lagoon, Blue Lagoon Return
activity-0137	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: South Coast Glacier, Waterfalls & Black Beach Tour - Time: 09:00 am - 08:00 pm - Meeting point: Hotel Pick Up - Includes: In-bus audio guide with a choice of 10 languages, Knowledgeable local guide, Admission to the sights, Hellisheiði Mountain Pass, Solheimajökull Glacier, Reynisfjara Black Beach, village of Vík, Skógafoss Waterfall, Seljalandsfoss Waterfall, Free Wi-Fi and USB-charger for each seat
activity-0138	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: South Coast & Viking Sagas Small Group Tour - Time: 09:00 am - 07:00 pm - Meeting point: Hotel Pick Up - Includes: Pick-up/drop-off in central Reykjavik, Knowledgeable, English-speaking guide, Travel along the Viking Trail, Viking sagas and historic tales, Transportation in minivan/minibus with WiFi, Visit to Seljalandsfoss Waterfall, Visit to Gljúfrabúi Waterfall, Visit to Skógafoss Waterfall, Visit to Vík í Mýrdal Village, Visit to Reynisfjara Black Sand Beach, Visit to Sólheimajökull Glacier, Wool blankets to keep warm
activity-0139	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: South Coast, Katla Ice Cave Tour, Waterfalls & Black Beach - Time: 09:00 am - 07:00 pm - Meeting point: Hotel Pick Up - Includes: Small-group experience (max. 19 pass), Pick-up and drop-off in Reykjavik, Transfers by minibus or minivan with wifi, Knowledgeable, English-speaking guide, Seljalandsfoss and Skogafoss waterfalls, Reynisfjara Black Sand beach, Katla Ice Cave at the Katla glacier, Helmet and Crampons for the Ice Cave
activity-0140	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Snæfellsnes Peninsula Tour by Minivan - Time: 08:00 am - 6:00 pm - Meeting point: Hotel Pick up - Includes: English speaking guide, Small-group on the Minibus (max 21 persons), Wi-Fi and Icelandic music on board
activity-0141	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Blue Lagoon Comfort Ticket & Return Transfer - Time: Flexible - Meeting point: Hotel Pick Up - Includes: Bus transfer from Reykjavik to the Blue Lagoon, Bus transfer from the Blue Lagoon to Reykjavik, Depart to Blue Lagoon from 9.00am to 5.00pm, Return to Reykjavik from 1.15pm to 8.15pm, Comfort package admission to the Blue Lagoon, Silica mud mask, towel and free drink of choice
activity-0142	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Blue Lagoon Premium including admission - Time: Flexible - Meeting point: Hotel Pick up - Includes: Return transfers, Admission to the Blue Lagoon, Silica Mud Mask, Algae Mask, Slippers and use of towel and bathrope, One drink of your choice at the in-water bar, A table reservation with sparkling wine at LAVA Restaurant (if dining), Free Wi-Fi on the bus.
activity-0143	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Sky Lagoon incl. Pure Pass, SPA Ritual & Transfers - Time: 4:00 pm - 6:30 pm - Meeting point: Hotel Pick up - Includes: Hotel pick-up/drop-off in Reykjavik, Return transfers to/from Sky Lagoon, Pure pass admission ticket, 7-step SPA ritual at the lagoon, Towel, shower gel and conditioner
activity-0144	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Sky Lagoon Saman Pass with Transfer - Time: Flexible - Meeting point: Hotel Pick up - Includes: Bus fare, Sky Lagoon Admission, Complete Seven-step Ritual, Public Changing Facilities, Towel, Vehicle cleaned with Vectorfog - 100% Natural multi-surface disinfectant.
activity-0145	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Reykjavik Whale Watching - Time: 1:00 pm - 4:30 pm - Meeting point: Geirsgata 11 - Includes: Experienced, professional guides, Warm flotation overalls, Free Wi-Fi onboard, Heated indoor cabins with toilet facilities, 2-3,5 hours whale watching tour, Complimentary seasickness tablets available, Snacks and beverages sold onboard
activity-0146	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Best Value Whale Watching tour from Reykjavik - Time: 1:00 pm - 4:30 pm - Meeting point: Special Tours, Geirsgata 11 - Includes: 2-2,5 hours Whale Watching tour, Experienced and professional guides, Free ticket to join again in case of no sightings, Warm flotation overalls, Free WiFi on board, Heated indoor cabins with toilet facilities, Complimentary seasickness tablets available, Audio guide / headphones in English, German, French, Spanish, Chinese
activity-0147	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Classic Whale Watching under the Midnight Sun - Time: 8:30 pm - 11:30 pm - Meeting point: Access to our Wildlife Exhibition, Warm overalls are available, Excellent guidance, Onboard WiFi, Lovely mellow music
activity-0148	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Classic Whale Watching - Time: 1:00 pm - 4:00 pm - Meeting point: Hotel Pick up - Includes: Use of warm overalls, Excellent guide, Complimentary WiFi onboard, Access to our Whale Exhibition
activity-0149	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Whales & Puffins - Time: 10:00 am - 4:00 pm - Meeting point: Elding's ticket office at the Old Harbour - Includes: Excellent English guidance, 3-hour whale watching tour on a big boat, 1-hour puffin tour on a smaller boat, Free WiFi, Use of warm overalls, WC facilities
activity-0150	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: FlyOver Iceland - Time: Flexible - Meeting point: FlyOver Iceland, Fiskislóð 43 - Includes: Tickets
activity-0151	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Walking Tour small group - CityWalk - Time: 10:00 am - 12:30 pm - Meeting point: Hallgrímskirkja - Includes: Guide
activity-0152	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Hop-on Hop-off City Sightseeing 24 hours - Time: Flexible - Meeting point: Any Hop on Hop off stop - Includes: Hop-on, Hop-off access for 24 hours, Free WiFi available, Audio guide commentary in 8 languages
activity-0153	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Walk with a Viking - Reykjavik Walking Tour - Small group - Time: 5:00 pm - 7:00 pm - Meeting point: Ingólfur Square (By the Two Pillars with smoke coming up from the top), Austurstræti 4 - Includes: Guided walk, Experience guide
activity-0154	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Lava Show Reykjavík - Time: Flexible - Meeting point: Lava Show Reykjavík, Fiskislóð 73 - Includes: Security goggles, A chance to get up close to real flowing lava, The only live lava show in the world, A live host makes the show fun and personal, A short educational video about Icelandic volcanism, A sensory loaded experience - you feel the heat from the lava, A Q&A session at the end of the show, A unique once-in-a-lifetime experience
activity-0155	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Puffin Watching Classic - Time: 10:00 am - 11:00 am - Meeting point: Hotel Pick up - Includes: Use of raincoats, Use of binoculars, Excellent guidance
activity-0156	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Raufarhólshellir Lava Tunnel Tour - Time: 09.00 am - 12:00 pm - Meeting point: Hotel pick up - Includes: Pick-up/drop-off in central Reykjavik, Guided tour Raufarhólshellir lava cave, Helmet, torches/lights and crampons
activity-0157	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Mega Zipline Ride - Time: 09:00 am - 12:00 pm - Meeting point: BSI Bus Terminal - Includes: Return transfer by coach from Reykjavik, Mega Zipline admission pass and ride, All safety gear, incl. harness and helmet
activity-0158	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: South Coast Tour, Iconic Glacier Hike & Waterfalls - Time: 08:00 am - 07:00 pm - Meeting point: Hotel Pick up - Includes: Pick-up/drop-off in central Reykjavik, Knowledgable, English speaking guide, Free wifi onboard the vehicle, Glacier hike with professional guide, Safety gear and glacier hiking equipment
activity-0159	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík	if needed	Reykjavik: Small Group Volcano Hike with a Geologist - Time: 09:00 am - 3:00 pm - Meeting point: Hotel pick up - Includes: Crampons and Headlamps, if needed, Air-conditioned vehicle, Parking Fees
activity-0160	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Jökulsárlón Glacial Lagoon & Boat Tour - Time: 07:30 am - 10:30 pm - Meeting point: Hotel pick up - Includes: Bus fare, Guided tour, Approx. 30 minute boat tour
activity-0161	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: South Coast & DC-3 Plane Wreck Black Beach ATV Adventure - Time: 09:00 am - 07:30 pm - Meeting point: BSI Bus Terminal - Includes: Bus fare, 2-hour guided ATV ride (2 persons per vehicle), Protective clothing and safety equipment, Professional local tour guide
activity-0162	Activity	Reykjavik	Reykjavík	Reykjavik	Reykjavík		Reykjavik: Heli Happy Hour - Time: Flexible - Meeting point: Norðurflug, Nauthólsvegu - Includes: 15-20 minute guided helicopter tour with a 20-30 minute landing on a mountain summit and some bubbly to enjoy up there.
